PRDCT_REF_ID,SRC_ENV_ID,PRDCT_ID,NDC_LBL_NAME,ADMIN_ROUTE,DRG_MANF,DEA_CD,GPI_THRPTC_CLASS_NAME,GPI_NUM_14_DIGIT,PRDCT_QUAL_CD,CREATE_TIMESTAMP,CREATED_BY,UPDATE_TIMESTAMP,UPDATED_BY,PKG_SIZE,UNIT_OF_MEASURE,PRDCT_DESCR,UNIT_OF_MEASURE_QTY,PKG_SIZE_TOTAL_QTY,MULTI_SRC_CD,DRUG_STRENGTH_QTY,DOSAGE_FORM_ID,DRG_UNIT_DOSE_USE_IND,GPI_NAME,DRG_STAT_CD,DRG_RX_OTC_IND
442295,500,27241009990,DULOXETINE   CAP 60MG DR,OR,AJANTA PHA,0,Antidepressants,5.818E+13,03,19:55.7,System,06:31.5,System,1000,EA,BOTTLE,1,1000,Y,60,CPEP,-,DULOXETINE HCL ENTERIC COATED PELLETS CAP 60 MG (BASE EQ),A,S
1200299,500,60505058901,BRIMO/TIMOLO SOL 0.2/0.5%,OP,APOTEX,0,Ophthalmic Beta Blockers,8.62599E+13,03,06:49.5,System,41:31.0,System,5,ML,BOTTLE,1,5,Y,0,SOLN,U,BRIMONIDINE TARTRATE-TIMOLOL MALEATE OPHTH SOLN 0.2-0.5%,A,S
33469,500,00023320508,LUMIGAN      SOL 0.01% OP,OP,ALLERGAN,0,Ophthalmic Prostaglandins,8.633E+13,03,19:55.7,System,08:46.4,System,7.5,ML,BOTTLE,1,7.5,O,0.01,SOLN,U,BIMATOPROST OPHTH SOLN 0.01%,A,S
1206333,500,24979000206,DEXLANSOPRAZ CAP 60MG DR,OR,UPSH-SMITH,0,Proton Pump Inhibitors,4.927E+13,03,05:27.9,System,01:25.3,System,30,EA,BOTTLE,1,30,Y,60,CPDR,-,DEXLANSOPRAZOLE CAP DELAYED RELEASE 60 MG,A,S
84738,500,00169320111,FIASP        INJ 100/ML,IJ,NOVO NORD,0,Insulin,2.7104E+13,03,19:55.7,System,06:09.1,System,10,ML,VIAL,1,10,N,100,SOLN,U,INSULIN ASPART (WITH NIACINAMIDE) INJ 100 UNIT/ML,A,R
1087518,500,55513013760,OTEZLA       TAB 30MG,OR,AMGEN,0,Chronic Inflammatory Disease,6.67E+13,03,06:14.1,System,06:24.1,System,60,EA,BOTTLE,1,60,N,30,TABS,-,APREMILAST TAB 30 MG,A,R
305863,500,08290320749,BD PEN NEEDL MIS 32GX6MM,XX,EMBECTA ME,0,Needles & Syringes,9.70511E+13,02,19:55.7,System,06:51.5,System,100,EA,BOX,1,100,N,0,MISC,U,"INSULIN PEN NEEDLE 32 G X 6 MM (1/4"" OR 15/64"")",A,O
60496,500,00078069620,ENTRESTO     TAB 97-103MG,OR,NOVARTIS,0,Angiotensin II Receptor & Neprilysin Inhibitor (ARNI),4.0992E+13,03,19:55.7,System,08:37.7,System,60,EA,BOTTLE,1,60,O,0,TABS,-,SACUBITRIL-VALSARTAN TAB 97-103 MG,A,S
115481,500,00310621030,FARXIGA      TAB 10MG,OR,ASTZEN,0,SGLT-2 Inhibitors & Combos,2.77E+13,03,19:55.7,System,08:58.4,System,30,EA,BOTTLE,1,30,O,10,TABS,-,DAPAGLIFLOZIN TAB 10 MG,A,S
1242297,500,57599084400,FREESTYLE LB KIT 3PLS/SEN,XX,ABBOTT DIA,0,Diabetes Monitoring and Testing Supplies,9.7202E+13,03,20:56.1,System,08:37.7,System,1,EA,BOX,1,1,N,0,MISC,U,*CONTINUOUS GLUCOSE SYSTEM SENSOR***,A,R
1206207,500,00169418113,OZEMPIC      INJ 2MG/3ML,SC,NOVO NORD,0,GLP-1 Receptor Agonists,2717007000D221,03,05:27.9,System,06:09.1,System,3,ML,PEN,1,3,N,2,SOPN,U,SEMAGLUTIDE SOLN PEN-INJ 0.25 OR 0.5 MG/DOSE (2 MG/3ML),A,R
1247166,500,70069065101,BRIMO/TIMOLO SOL 0.2/0.5%,OP,SOMERSET,0,Ophthalmic Beta Blockers,8.62599E+13,03,37:38.3,System,36:37.9,System,5,ML,BOTTLE,1,5,Y,0,SOLN,U,BRIMONIDINE TARTRATE-TIMOLOL MALEATE OPHTH SOLN 0.2-0.5%,A,S
1243402,500,60505100602,BROMFENAC    DRO 0.07% OP,OP,APOTEX,0,Ophthalmics - Misc.,8.6805E+13,03,31:44.3,System,41:31.0,System,3,ML,BOTTLE,1,3,Y,0.07,SOLN,U,BROMFENAC SODIUM OPHTH SOLN 0.07% (BASE EQUIVALENT),A,S
731083,500,55111059760,MEMANTINE    TAB HCL 10MG,OR,DR.REDDY'S,0,Antidementia Agents,6.20536E+13,03,19:55.7,System,08:37.7,System,60,EA,BOTTLE,1,60,Y,10,TABS,-,MEMANTINE HCL TAB 10 MG,A,S
130832,500,00378606001,DILTIAZEM    CAP 60MG ER,OR,MYLAN,0,Calcium Channel Blockers,3.4E+13,03,19:55.7,System,06:46.4,System,100,EA,BOTTLE,1,100,Y,60,CP12,-,DILTIAZEM HCL CAP ER 12HR 60 MG,A,S
777515,500,59310057922,PROAIR HFA   AER,IN,TEVA RESP,0,Inhaled Bronchodilator,4.4201E+13,03,19:55.7,System,41:31.0,System,8.5,GM,INHALER,1,8.5,O,108,AERS,U,ALBUTEROL SULFATE INHAL AERO 108 MCG/ACT (90MCG BASE EQUIV),I,S
87621,500,00173072020,FLOVENT HFA  AER 220MCG,IN,GLAXOSMITH,0,Inhaled Steroids,4.44E+13,03,19:55.7,System,06:46.4,System,12,GM,INHALER,1,12,M,220,AERO,U,FLUTICASONE PROPIONATE HFA INHAL AER 220 MCG/ACT,I,S
34854,500,00024586903,TOUJEO SOLO  INJ 300/ML,SC,SANOFI PHA,0,Insulin,2710400300D233,03,19:55.7,System,08:37.7,System,1.5,ML,PEN,3,4.5,N,300,SOPN,U,INSULIN GLARGINE SOLN PEN-INJECTOR 300 UNIT/ML (1 UNIT DIAL),A,R
1202022,500,64850050601,AMPHET/DEXTR TAB 30MG,OR,ELITE LABS,2,ADHD & Narcolepsy Medications,6.11099E+13,03,10:24.2,System,06:18.9,System,100,EA,BOTTLE,1,100,Y,0,TABS,-,AMPHETAMINE-DEXTROAMPHETAMINE TAB 30 MG,A,S
132060,500,00378877035,ESTRADIOL    CRE 0.01%,VA,MYLAN,0,Vaginal Estrogens,5.535E+13,03,19:55.7,System,06:46.4,System,42.5,GM,TUBE,1,42.5,Y,0.1,CREA,U,ESTRADIOL VAGINAL CREAM 0.01%,A,S
1265045,500,67877060830,DAPAGLIFLOZI TAB 5MG,OR,ASCENDLABS,0,SGLT-2 Inhibitors & Combos,2.77E+13,03,06:36.0,System,06:22.9,System,30,EA,BOTTLE,1,30,Y,5,TABS,-,DAPAGLIFLOZIN TAB 5 MG,A,S
54605,500,00074055402,HUMIRA PEN   INJ 40/0.4ML,SC,ABBVIE,0,Chronic Inflammatory Disease,6627001500F530,03,19:55.7,System,08:46.4,System,1,EA,BOX,2,2,N,40,AJKT,U,ADALIMUMAB AUTO-INJECTOR KIT 40 MG/0.4ML,A,R
678268,500,52937000120,VASCEPA      CAP 1GM,OR,AMARIN PHA,0,Antihyperlipidemics - Misc.,3.95E+13,03,19:55.7,System,41:31.0,System,120,EA,BOTTLE,1,120,O,1,CAPS,-,ICOSAPENT ETHYL CAP 1 GM,A,S
471338,500,33342002607,FAMCICLOVIR  TAB 500MG,OR,MACLEODS,0,Herpes Agents,1.2408E+13,03,19:55.7,System,41:31.0,System,30,EA,BOTTLE,1,30,Y,500,TABS,-,FAMCICLOVIR TAB 500 MG,A,S
50091,500,00065414727,SIMBRINZA    SUS 1-0.2%,OP,ALCON SURG,0,Ophthalmic Adrenergic Agents,8.66099E+13,03,19:55.7,System,08:37.7,System,8,ML,BOTTLE,1,8,N,0,SUSP,U,BRINZOLAMIDE-BRIMONIDINE TARTRATE OPHTH SUSP 1-0.2%,A,R
1104802,500,65649000330,TRULANCE     TAB 3MG,OR,BAUSCH HEA,0,Chronic Idiopathic Constipation,5.25431E+13,03,06:59.8,System,09:05.6,System,30,EA,BOTTLE,1,30,N,3,TABS,U,PLECANATIDE TAB 3 MG,A,R
1225491,500,66993045730,DAPAGLIFLOZI TAB 10MG,OR,PRASCO LAB,0,SGLT-2 Inhibitors & Combos,2.77E+13,03,21:17.4,System,07:29.0,System,30,EA,BOTTLE,1,30,Y,10,TABS,-,DAPAGLIFLOZIN TAB 10 MG,A,S
305860,500,08290320550,BD PEN NEEDL MIS 32GX4MM,XX,EMBECTA ME,0,Needles & Syringes,9.70511E+13,02,19:55.7,System,06:51.5,System,100,EA,BOX,1,100,N,0,MISC,U,"INSULIN PEN NEEDLE 32 G X 4 MM (1/6"" OR 5/32"")",A,O
172235,500,00597016860,SYNJARDY     TAB,OR,BOEHR INGL,0,SGLT-2 Inhibitors & Combos,2.7996E+13,03,19:55.7,System,35:38.2,System,60,EA,BOTTLE,1,60,N,0,TABS,-,EMPAGLIFLOZIN-METFORMIN HCL TAB 12.5-1000 MG,A,R
898233,500,68382053701,POT CITRA ER TAB 1080MG,OR,ZYDUS PHAR,0,Alkalinizers,5.6202E+13,03,19:55.7,System,41:31.0,System,100,EA,BOTTLE,1,100,Y,1080,TBCR,U,POTASSIUM CITRATE TAB ER 10 MEQ (1080 MG),A,S
1106714,500,70710160901,BACLOFEN     TAB 5MG,OR,ZYDUS PHAR,0,Muscle Relaxants & Combos,7.51E+13,03,06:36.9,System,41:31.0,System,100,EA,BOTTLE,1,100,Y,5,TABS,-,BACLOFEN TAB 5 MG,A,S
1136469,500,42571013027,TRAVOPROST   DRO 0.004%,OP,MICRO LAB,0,Ophthalmic Prostaglandins,8.63301E+13,03,22:35.3,System,05:58.7,System,2.5,ML,BOTTLE,1,2.5,Y,0.004,SOLN,U,TRAVOPROST OPHTH SOLN 0.004% (BENZALKONIUM FREE) (BAK FREE),A,S
863162,500,65862042005,SMZ/TMP DS   TAB 800-160,OR,AUROBINDO,0,Anti-Infective Agents - Misc.,1.699E+13,03,19:55.7,System,08:19.5,System,500,EA,BOTTLE,1,500,Y,0,TABS,-,SULFAMETHOXAZOLE-TRIMETHOPRIM TAB 800-160 MG,A,S
605238,500,49702023113,TRIUMEQ      TAB,OR,VIIV HEALT,0,HIV-Multiclass Combo,1.21099E+13,03,19:55.7,System,06:03.5,System,30,EA,BOTTLE,1,30,N,0,TABS,U,ABACAVIR-DOLUTEGRAVIR-LAMIVUDINE TAB 600-50-300 MG,A,R
84862,500,00169413212,OZEMPIC      INJ 2/1.5ML,SC,NOVO NORD,0,GLP-1 Receptor Agonists,2717007000D210,03,19:55.7,System,06:09.1,System,1.5,ML,PEN,1,1.5,N,2,SOPN,U,SEMAGLUTIDE SOLN PEN-INJ 0.25 OR 0.5 MG/DOSE (2 MG/1.5ML),I,R
115267,500,00310075590,CRESTOR      TAB 5MG,OR,ASTZEN,0,Statins & Combos,3.94001E+13,03,19:55.7,System,08:58.4,System,90,EA,BOTTLE,1,90,O,5,TABS,-,ROSUVASTATIN CALCIUM TAB 5 MG,I,S
901568,500,68462013901,OXCARBAZEPIN TAB 600MG,OR,GLENMARK,0,Anticonvulsants - 2nd Generation,7.26E+13,03,19:55.7,System,41:31.0,System,100,EA,BOTTLE,1,100,Y,600,TABS,-,OXCARBAZEPINE TAB 600 MG,A,S
1084502,500,29300035505,TRAMADOL HCL TAB 50MG,OR,UNICHEM,4,Opioid Agonists & Combos,6.51001E+13,03,06:42.2,System,07:20.3,System,500,EA,BOTTLE,1,500,Y,50,TABS,-,TRAMADOL HCL TAB 50 MG,A,S
146296,500,00456120330,LINZESS      CAP 72MCG,OR,ALLERGAN,0,Irritable Bowel Syndrome (IBS) Agents,5.25571E+13,03,19:55.7,System,08:46.4,System,30,EA,BOTTLE,1,30,N,72,CAPS,U,LINACLOTIDE CAP 72 MCG,A,R
863901,500,65862083030,PRASUGREL    TAB 10MG,OR,AUROBINDO,0,Platelet Aggregation Inhibitors,8.51581E+13,03,19:55.7,System,41:31.0,System,30,EA,BOTTLE,1,30,Y,10,TABS,U,PRASUGREL HCL TAB 10 MG (BASE EQUIV),A,S
128603,500,00378190201,MIDODRINE    TAB 5MG,OR,MYLAN,0,Vasopressors,3.80001E+13,03,19:55.7,System,06:46.4,System,100,EA,BOTTLE,1,100,Y,5,TABS,-,MIDODRINE HCL TAB 5 MG,A,S
1192946,500,08508300021,OMNIPOD 5 DX MIS POD G7G6,XX,INSULET,0,Insulin Administration Supplies,9.7201E+13,02,11:30.4,System,06:03.5,System,5,EA,BOX,1,5,N,0,MISC,-,*INSULIN INFUSION DISPOSABLE PUMP RESERVOIR***,A,R
84971,500,00169643810,LEVEMIR      INJ FLEXTOUC,SC,NOVO NORD,0,Insulin,2710400600D220,03,19:55.7,System,06:09.1,System,3,ML,PEN,5,15,N,100,SOPN,U,INSULIN DETEMIR SOLN PEN-INJECTOR 100 UNIT/ML,I,R
1239515,500,00781717775,BRIMONIDINE  SOL 0.1% OP,OP,SANDOZ,0,Ophthalmic Adrenergic Agents,8.6602E+13,03,21:35.4,System,06:13.3,System,5,ML,BOTTLE,1,5,Y,0.1,SOLN,U,BRIMONIDINE TARTRATE OPHTH SOLN 0.1%,A,S
628340,500,50458060901,INVEGA TRINZ INJ 819MG,IM,JANSSEN,0,Atypical Antipsychotics,5907005010E655,03,19:55.7,System,06:32.9,System,2.63,ML,SYRINGE,1,2.63,N,819,SUSY,X,PALIPERIDONE PALMITATE ER SUSP PREF SYR 819 MG/2.63ML,A,R
1145356,500,68462071308,RUFINAMIDE   TAB 200MG,OR,GLENMARK,0,Anticonvulsants - 2nd Generation,7.26001E+13,03,06:47.1,System,41:31.0,System,120,EA,BOTTLE,1,120,Y,200,TABS,-,RUFINAMIDE TAB 200 MG,A,S
926015,500,70515071201,ALVESCO      AER 160MCG,IN,AZURITY PH,0,Inhaled Steroids,4.44E+13,03,19:55.7,System,01:25.3,System,6.1,GM,INHALER,1,6.1,N,160,AERS,U,CICLESONIDE INHAL AEROSOL 160 MCG/ACT,A,R
1238086,500,83257001111,SEMGLEE      INJ 100U/ML,SC,BIOCON BIO,0,Insulin,2.7104E+13,03,22:46.3,System,08:02.7,System,10,ML,VIAL,1,10,N,100,SOLN,U,INSULIN GLARGINE-YFGN INJ 100 UNIT/ML,A,R
1250303,500,59651043918,ESTRADIOL    TAB 10MCG,VA,AUROBINDO,0,Vaginal Estrogens,5.535E+13,03,00:50.0,System,01:17.0,System,18,EA,BOX,1,18,Y,10,TABS,U,ESTRADIOL VAGINAL TAB 10 MCG,A,S
17723,500,00002821501,HUMULIN R    INJ U-100,IJ,LILLY,0,Insulin,2.7104E+13,03,19:55.7,System,09:05.6,System,10,ML,VIAL,1,10,N,100,SOLN,U,INSULIN REGULAR (HUMAN) INJ 100 UNIT/ML,A,O
1206208,500,00169643210,LEVEMIR      INJ FLEXPEN,SC,NOVO NORD,0,Insulin,2710400600D220,03,05:27.9,System,06:09.1,System,3,ML,PEN,5,15,N,100,SOPN,U,INSULIN DETEMIR SOLN PEN-INJECTOR 100 UNIT/ML,I,R
65535,500,00088222033,LANTUS       INJ 100/ML,SC,SANOFI-AVE,0,Insulin,2.7104E+13,03,19:55.7,System,06:00.3,System,10,ML,VIAL,1,10,N,100,SOLN,U,INSULIN GLARGINE INJ 100 UNIT/ML,A,R
